name	species	genus	family	order	class	phylum	kingdom
Siemensia pendula	60076	60075	24966	4055		35493	33090
Simira cordifolia	693355	60077	24966	4055		35493	33090
Simira corumbensis	693356	60077	24966	4055		35493	33090
Simira glaziovii	693357	60077	24966	4055		35493	33090
Simira lancifolia	693358	60077	24966	4055		35493	33090
Simira maxonii	693359	60077	24966	4055		35493	33090
Simira rubescens	271254	60077	24966	4055		35493	33090
Simira sampaioana	339328	60077	24966	4055		35493	33090
Simira tinctoria	60078	60077	24966	4055		35493	33090
Simira viridiflora	86995	60077	24966	4055		35493	33090
Sindechites chinensis	429504	429503	4056	4055		35493	33090
Sindechites henryi	429547	429503	4056	4055		35493	33090
Sinoadina racemosa	170185	170184	24966	4055		35493	33090
Sipanea acinifolia	271236	60079	24966	4055		35493	33090
Sipanea biflora	60080	60079	24966	4055		35493	33090
Sipanea galioides	271241	60079	24966	4055		35493	33090
Sipanea glomerata	271237	60079	24966	4055		35493	33090
Sipanea hispida	271238	60079	24966	4055		35493	33090
Sipanea pratensis	128366	60079	24966	4055		35493	33090
Sipanea stahelii	128367	60079	24966	4055		35493	33090
Sipanea veris	271239	60079	24966	4055		35493	33090
Sipanea wilson-brownei	271240	60079	24966	4055		35493	33090
Sipaneopsis rupicola	128369	128368	24966	4055		35493	33090
Sisyranthus compactus	156253	156252	4056	4055		35493	33090
Sisyranthus trichostomus	236005	156252	4056	4055		35493	33090
Sisyranthus virgatus	236006	156252	4056	4055		35493	33090
Skytanthus acutus	124801	124800	4056	4055		35493	33090
Socotrella dolichocnema	658451	658450	4056	4055		35493	33090
Solenandra ixoroides	297549	297548	24966	4055		35493	33090
Solenandra mexicana	297576	297548	24966	4055		35493	33090
Solenandra parviflora	297577	297548	24966	4055		35493	33090
Solenandra selleana	297578	297548	24966	4055		35493	33090
Solenostemma argel	219273	185231	4056	4055		35493	33090
Sommera arborescens	693360	60081	24966	4055		35493	33090
Sommera donnell-smithii	153774	60081	24966	4055		35493	33090
Sommera grandis	693361	60081	24966	4055		35493	33090
Sommera sabiceoides	60082	60081	24966	4055		35493	33090
Spermacoce brachystemonoides	715735	35916	24966	4055		35493	33090
Spermacoce capitata	499969	35916	24966	4055		35493	33090
Spermacoce confusa	60432	35916	24966	4055		35493	33090
Spermacoce erosa	497277	35916	24966	4055		35493	33090
Spermacoce filituba	393000	35916	24966	4055		35493	33090
Spermacoce flagelliformis	511425	35916	24966	4055		35493	33090
Spermacoce hispida	120149	35916	24966	4055		35493	33090
Spermacoce ocymifolia	120136	35916	24966	4055		35493	33090
Spermacoce princeae	887258	35916	24966	4055		35493	33090
Spermacoce prostrata	497279	35916	24966	4055		35493	33090
Spermacoce remota	497280	35916	24966	4055		35493	33090
Spermacoce ruelliae	497281	35916	24966	4055		35493	33090
Spermacoce tenuior	58901	35916	24966	4055		35493	33090
Spermadictyon suaveolens	58376	58375	24966	4055		35493	33090
Sphinctanthus microphyllus	136913	136912	24966	4055		35493	33090
Sphinctanthus striiflorus	203074	136912	24966	4055		35493	33090
Spigelia anthelmia	61950	26495	26468	4055		35493	33090
Spigelia coelostylioides	103792	26495	26468	4055		35493	33090
Spigelia hedyotidea	103793	26495	26468	4055		35493	33090
Spigelia loganioides	103794	26495	26468	4055		35493	33090
Spigelia marilandica	28544	26495	26468	4055		35493	33090
Spigelia texana	103795	26495	26468	4055		35493	33090
Spiradiclis bifida	484847	484832	24966	4055		35493	33090
Spirolobium cambodianum	429529	429528	4056	4055		35493	33090
Spongiosperma macrophyllum	761045	761044	4056	4055		35493	33090
Squamellaria imberbis	60438	60437	24966	4055		35493	33090
Stachyarrhena harleyi	569948	136684	24966	4055		35493	33090
Staelia thymoides	715734	715733	24966	4055		35493	33090
Stapelia glanduliflora	120823	52854	4056	4055		35493	33090
Stapelia hirsuta	1051514	52854	4056	4055		35493	33090
Stapelia leendertziae	52855	52854	4056	4055		35493	33090
Stapelia peglerae	84864	52854	4056	4055		35493	33090
Stapelia rufa	197296	52854	4056	4055		35493	33090
Stapelia schinzii	141511	52854	4056	4055		35493	33090
Stapelianthus arenarius	215617	197297	4056	4055		35493	33090
Stapelianthus decaryi	197298	197297	4056	4055		35493	33090
Stapelianthus insignis	215614	197297	4056	4055		35493	33090
Stapelianthus keraudreniae	215616	197297	4056	4055		35493	33090
Stapelianthus madagascariensis	215612	197297	4056	4055		35493	33090
Stapelianthus montagnacii	215613	197297	4056	4055		35493	33090
Stapelianthus pilosus	215615	197297	4056	4055		35493	33090
Stapeliopsis breviloba	307701	197299	4056	4055		35493	33090
Stapeliopsis exasperata	307702	197299	4056	4055		35493	33090
Stapeliopsis khamiesbergsis	307705	197299	4056	4055		35493	33090
Stapeliopsis neronis	197300	197299	4056	4055		35493	33090
Stapeliopsis pillansii	307704	197299	4056	4055		35493	33090
Stapeliopsis saxatilis	197301	197299	4056	4055		35493	33090
Stapeliopsis stayneri	307703	197299	4056	4055		35493	33090
Stapeliopsis urniflora	307700	197299	4056	4055		35493	33090
Stathmostelma diversifolium	397824	219274	4056	4055		35493	33090
Stathmostelma gigantiflorum	219275	219274	4056	4055		35493	33090
Stathmostelma pauciflorum	397825	219274	4056	4055		35493	33090
Stathmostelma verdickii	397826	219274	4056	4055		35493	33090
Steenisia pleurocarpa	353854	353853	24966	4055		35493	33090
Stelechantha arcuata	887262	339272	24966	4055		35493	33090
Stelechantha cauliflora	339273	339272	24966	4055		35493	33090
Stelechantha makakana	564787	339272	24966	4055		35493	33090
Stelechantha ziamaeana	477797	339272	24966	4055		35493	33090
Stemmadenia alfaroi	761046	403117	4056	4055		35493	33090
Stemmadenia donnell-smithii	761186	403117	4056	4055		35493	33090
Stemmadenia grandiflora	681492	403117	4056	4055		35493	33090
Stemmadenia litoralis	403118	403117	4056	4055		35493	33090
Stemmadenia macrophylla	761047	403117	4056	4055		35493	33090
Stemmadenia obovata	761048	403117	4056	4055		35493	33090
Stemmadenia simulans	761049	403117	4056	4055		35493	33090
Stenaria butterwickiae	161086	328324	24966	4055		35493	33090
Stenaria nigricans	120134	328324	24966	4055		35493	33090
Stenosepala hirsuta	136809	136808	24966	4055		35493	33090
Stenostelma corniculatum	219277	219276	4056	4055		35493	33090
Stenostomum acutatum	84956	153995	24966	4055		35493	33090
Stenostomum lucidum	43446	153995	24966	4055		35493	33090
Stenostomum myrtifolium	153996	153995	24966	4055		35493	33090
Stephanostema stenocarpum	52857	52856	4056	4055		35493	33090
Stephanotis floribunda	85838	85837	4056	4055		35493	33090
Stephanotis grandiflora	945185	85837	4056	4055		35493	33090
Stevensia buxifolia	768894	309456	24966	4055		35493	33090
Stevensia minutifolia	309457	309456	24966	4055		35493	33090
Stilpnophyllum grandifolium	273786	153775	24966	4055		35493	33090
Stilpnophyllum oellgaardii	153776	153775	24966	4055		35493	33090
Stipecoma peltigera	429523	429522	4056	4055		35493	33090
Stipularia africana	1009519	339329	24966	4055		35493	33090
Stipularia elliptica	339330	339329	24966	4055		35493	33090
Stomatostemma monteiroae	141513	141512	4056	4055		35493	33090
Stomatostemma pendulina	413300	141512	4056	4055		35493	33090
Straussia psychotrioides	189129	646519	24966	4055		35493	33090
Strempeliopsis strempelioides	141613	141612	4056	4055		35493	33090
Streptocaulon juventas	413302	413301	4056	4055		35493	33090
Strophanthus boivinii	403119	52858	4056	4055		35493	33090
Strophanthus caudatus	429294	52858	4056	4055		35493	33090
Strophanthus divaricatus	62092	52858	4056	4055		35493	33090
Strophanthus eminii	52859	52858	4056	4055		35493	33090
Strophanthus gratus	141614	52858	4056	4055		35493	33090
Strophanthus preussii	429295	52858	4056	4055		35493	33090
Strumpfia maritima	86997	86996	24966	4055		35493	33090
Strychnos decussata	379297	26496	26468	4055		35493	33090
Strychnos erichsonii	597414	26496	26468	4055		35493	33090
Strychnos lucida	403120	26496	26468	4055		35493	33090
Strychnos madagascariensis	494576	26496	26468	4055		35493	33090
Strychnos millepunctata	339336	26496	26468	4055		35493	33090
Strychnos minor	403121	26496	26468	4055		35493	33090
Strychnos nux-vomica	28545	26496	26468	4055		35493	33090
Strychnos potatorum	85835	26496	26468	4055		35493	33090
Strychnos spinosa	99302	26496	26468	4055		35493	33090
Strychnos tomentosa	84953	26496	26468	4055		35493	33090
Suberanthus brachycarpus	309458	128370	24966	4055		35493	33090
Suberanthus neriifolius	128371	128370	24966	4055		35493	33090
Suberanthus stellatus	128372	128370	24966	4055		35493	33090
Sukunia longipes	58444	58443	24966	4055		35493	33090
Swertia abyssinica	148626	39241	21472	4055		35493	33090
Swertia adolfi-friderici	149057	39241	21472	4055		35493	33090
Swertia angustifolia	166611	39241	21472	4055		35493	33090
Swertia bifolia	363510	39241	21472	4055		35493	33090
Swertia bimaculata	148627	39241	21472	4055		35493	33090
Swertia binchuanensis	166612	39241	21472	4055		35493	33090
Swertia calycina	166613	39241	21472	4055		35493	33090
Swertia chinensis	149060	39241	21472	4055		35493	33090
Swertia chirayita	993650	39241	21472	4055		35493	33090
Swertia ciliata	166614	39241	21472	4055		35493	33090
Swertia cincta	149059	39241	21472	4055		35493	33090
Swertia cordata	148628	39241	21472	4055		35493	33090
Swertia crassiuscula	137128	39241	21472	4055		35493	33090
Swertia cuneata	166615	39241	21472	4055		35493	33090
Swertia decora	166616	39241	21472	4055		35493	33090
Swertia delavayi	166617	39241	21472	4055		35493	33090
Swertia dichotoma	148629	39241	21472	4055		35493	33090
Swertia dilatata	559635	39241	21472	4055		35493	33090
Swertia elata	363511	39241	21472	4055		35493	33090
Swertia engleri	166618	39241	21472	4055		35493	33090
Swertia erythrosticta	137891	39241	21472	4055		35493	33090
Swertia franchetiana	50785	39241	21472	4055		35493	33090
Swertia hispidicalyx	166619	39241	21472	4055		35493	33090
Swertia japonica	137129	39241	21472	4055		35493	33090
Swertia kilimandscharica	166620	39241	21472	4055		35493	33090
Swertia kingii	363512	39241	21472	4055		35493	33090
Swertia lactea	149061	39241	21472	4055		35493	33090
Swertia leducii	266086	39241	21472	4055		35493	33090
Swertia luquanensis	363509	39241	21472	4055		35493	33090
Swertia lurida	559636	39241	21472	4055		35493	33090
Swertia macrosperma	137130	39241	21472	4055		35493	33090
Swertia marginata	84923	39241	21472	4055		35493	33090
Swertia multicaulis	149062	39241	21472	4055		35493	33090
Swertia mussotii	137888	39241	21472	4055		35493	33090
Swertia nervosa	363513	39241	21472	4055		35493	33090
Swertia obtusa	866907	39241	21472	4055		35493	33090
Swertia paniculata	559637	39241	21472	4055		35493	33090
Swertia pedicellata	559638	39241	21472	4055		35493	33090
Swertia perennis	39379	39241	21472	4055		35493	33090
Swertia petiolata	39380	39241	21472	4055		35493	33090
Swertia pianmaensis	363514	39241	21472	4055		35493	33090
Swertia przewalskii	137889	39241	21472	4055		35493	33090
Swertia pseudochinensis	676131	39241	21472	4055		35493	33090
Swertia pubescens	166623	39241	21472	4055		35493	33090
Swertia punicea	137131	39241	21472	4055		35493	33090
Swertia racemosa	137132	39241	21472	4055		35493	33090
Swertia rosulata	198405	39241	21472	4055		35493	33090
Swertia schugnanica	149063	39241	21472	4055		35493	33090
Swertia souliei	363515	39241	21472	4055		35493	33090
Swertia tashiroi	166624	39241	21472	4055		35493	33090
Swertia tenuis	363516	39241	21472	4055		35493	33090
Swertia tetraptera	50786	39241	21472	4055		35493	33090
Swertia thomsonii	363517	39241	21472	4055		35493	33090
Swertia volkensii	137133	39241	21472	4055		35493	33090
Swertia yunnanensis	166625	39241	21472	4055		35493	33090
Symbolanthus argyreus	210878	82731	21472	4055		35493	33090
Symbolanthus australis	317650	82731	21472	4055		35493	33090
Symbolanthus brittonianus	210881	82731	21472	4055		35493	33090
Symbolanthus calygonus	82732	82731	21472	4055		35493	33090
Symbolanthus frigidus	84933	82731	21472	4055		35493	33090
Symbolanthus macranthus	210879	82731	21472	4055		35493	33090
Symbolanthus mathewsii	512559	82731	21472	4055		35493	33090
Symbolanthus nerioides	210882	82731	21472	4055		35493	33090
Symbolanthus pulcherrimus	84924	82731	21472	4055		35493	33090
Symbolanthus vasculosus	210880	82731	21472	4055		35493	33090
Symphyllophyton caprifolioides	82734	82733	21472	4055		35493	33090
Synaptantha tillaeacea	88198	88197	24966	4055		35493	33090
Syringantha coulteri	768860	768859	24966	4055		35493	33090
Tabernaemontana africana	761050	52860	4056	4055		35493	33090
Tabernaemontana alba	761051	52860	4056	4055		35493	33090
Tabernaemontana amygdalifolia	403122	52860	4056	4055		35493	33090
Tabernaemontana angulata	761052	52860	4056	4055		35493	33090
Tabernaemontana arborea	681494	52860	4056	4055		35493	33090
Tabernaemontana aurantiaca	715768	52860	4056	4055		35493	33090
Tabernaemontana brachyantha	761053	52860	4056	4055		35493	33090
Tabernaemontana bufalina	403123	52860	4056	4055		35493	33090
Tabernaemontana calcarea	761054	52860	4056	4055		35493	33090
Tabernaemontana capuronii	761055	52860	4056	4055		35493	33090
Tabernaemontana catharinensis	403124	52860	4056	4055		35493	33090
Tabernaemontana cerifera	761056	52860	4056	4055		35493	33090
Tabernaemontana ciliata	761057	52860	4056	4055		35493	33090
Tabernaemontana citrifolia	141615	52860	4056	4055		35493	33090
Tabernaemontana coffeoides	761058	52860	4056	4055		35493	33090
Tabernaemontana columbiensis	761059	52860	4056	4055		35493	33090
Tabernaemontana contorta	761060	52860	4056	4055		35493	33090
Tabernaemontana coriacea	761061	52860	4056	4055		35493	33090
Tabernaemontana crassa	761062	52860	4056	4055		35493	33090
Tabernaemontana crassifolia	761063	52860	4056	4055		35493	33090
Tabernaemontana cuspidata	761065	52860	4056	4055		35493	33090
Tabernaemontana cymosa	761066	52860	4056	4055		35493	33090
Tabernaemontana disticha	597416	52860	4056	4055		35493	33090
Tabernaemontana divaricata	52861	52860	4056	4055		35493	33090
Tabernaemontana eglandulosa	761067	52860	4056	4055		35493	33090
Tabernaemontana elegans	761068	52860	4056	4055		35493	33090
Tabernaemontana eusepala	761069	52860	4056	4055		35493	33090
Tabernaemontana flavicans	761070	52860	4056	4055		35493	33090
Tabernaemontana floribunda	141559	52860	4056	4055		35493	33090
Tabernaemontana glandulosa	761071	52860	4056	4055		35493	33090
Tabernaemontana heterophylla	761072	52860	4056	4055		35493	33090
Tabernaemontana humblotii	761073	52860	4056	4055		35493	33090
Tabernaemontana hystrix	761074	52860	4056	4055		35493	33090
Tabernaemontana inconspicua	761075	52860	4056	4055		35493	33090
Tabernaemontana laeta	761076	52860	4056	4055		35493	33090
Tabernaemontana letestui	761077	52860	4056	4055		35493	33090
Tabernaemontana lorifera	761078	52860	4056	4055		35493	33090
Tabernaemontana macrocalyx	761079	52860	4056	4055		35493	33090
Tabernaemontana macrocarpa	761080	52860	4056	4055		35493	33090
Tabernaemontana markgrafiana	761081	52860	4056	4055		35493	33090
Tabernaemontana mocquerysi	761082	52860	4056	4055		35493	33090
Tabernaemontana muricata	761083	52860	4056	4055		35493	33090
Tabernaemontana odoratissima	761084	52860	4056	4055		35493	33090
Tabernaemontana orientalis	715769	52860	4056	4055		35493	33090
Tabernaemontana pachysiphon	403125	52860	4056	4055		35493	33090
Tabernaemontana pandacaqui	761085	52860	4056	4055		35493	33090
Tabernaemontana pauciflora	761086	52860	4056	4055		35493	33090
Tabernaemontana peduncularis	761087	52860	4056	4055		35493	33090
Tabernaemontana penduliflora	761088	52860	4056	4055		35493	33090
Tabernaemontana persicariifolia	761089	52860	4056	4055		35493	33090
Tabernaemontana phymata	761090	52860	4056	4055		35493	33090
Tabernaemontana psorocarpa	761091	52860	4056	4055		35493	33090
Tabernaemontana retusa	761092	52860	4056	4055		35493	33090
Tabernaemontana rupicola	761093	52860	4056	4055		35493	33090
Tabernaemontana salzmannii	761185	52860	4056	4055		35493	33090
Tabernaemontana sambiranensis	761094	52860	4056	4055		35493	33090
Tabernaemontana sananho	761095	52860	4056	4055		35493	33090
Tabernaemontana sessilifolia	761096	52860	4056	4055		35493	33090
Tabernaemontana siphilitica	761097	52860	4056	4055		35493	33090
Tabernaemontana solanifolia	761098	52860	4056	4055		35493	33090
Tabernaemontana sphaerocarpa	761099	52860	4056	4055		35493	33090
Tabernaemontana stellata	761100	52860	4056	4055		35493	33090
Tabernaemontana undulata	761101	52860	4056	4055		35493	33090
Tabernaemontana vanheurckii	761102	52860	4056	4055		35493	33090
Tabernaemontana ventricosa	761103	52860	4056	4055		35493	33090
Tabernanthe iboga	141617	141616	4056	4055		35493	33090
Tacazzea apiculata	184380	184379	4056	4055		35493	33090
Tachia grandiflora	319665	82696	21472	4055		35493	33090
Tachia guianensis	82697	82696	21472	4055		35493	33090
Tachia loretensis	84925	82696	21472	4055		35493	33090
Tachia occidentalis	374399	82696	21472	4055		35493	33090
Tachia parviflora	374400	82696	21472	4055		35493	33090
Tachiadenus carinatus	82699	82698	21472	4055		35493	33090
Tachiadenus gracilis	592783	82698	21472	4055		35493	33090
Tachiadenus longiflorus	198406	82698	21472	4055		35493	33090
Tamilnadia uliginosa	136915	136914	24966	4055		35493	33090
Tammsia anomala	694011	694010	24966	4055		35493	33090
Tamridaea capsulifera	61947	61931	24966	4055		35493	33090
Tapiphyllum cinerascens	164490	164489	24966	4055		35493	33090
Tapiphyllum obtusifolium	308959	164489	24966	4055		35493	33090
Tapiphyllum velutinum	164492	164489	24966	4055		35493	33090
Tarenna buruensis	165062	58440	24966	4055		35493	33090
